id,title,company,experience,salary,location,description,url,role,skills,posted_date,posted_date_cleaned,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
157,Data Scientist,Apptad,7 - 12 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-apptad-technologies-pvt-ltd-mumbai-7-to-12-years-300625910966,Data Scientist,N/A,1 day ago,2025-06-30,,,,9.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
158,Data Scientist,NTT DATA Business Solutions,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",read more,https://www.naukri.com/job-listings-data-scientist-ntt-data-hyderabad-5-to-10-years-250625500734,Data Scientist,"C++, Software design, Assurance, data science, Data management, Machine learning, Debugging, Perl, MATLAB, Python",5 days ago,2025-06-26,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","C++, Software Design, Assurance, Data Science, Data Management, Machine Learning, Debugging, Perl, Matlab, Python"
159,Data Scientist,Apptad,7 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-apptad-technologies-pvt-ltd-noida-7-to-10-years-300625913529,Data Scientist,N/A,1 day ago,2025-06-30,,,,8.5,"Chennai, Delhi, Hyderabad, Mumbai, Noida, Pune",
160,Data Scientist,Hanker Systems (india),6 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",Experience 6 - 8 years.,https://www.naukri.com/job-listings-data-scientist-hankersystems-india-chennai-6-to-8-years-300625910130,Data Scientist,N/A,1 day ago,2025-06-30,,,,7.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
161,Data Scientist,IBM,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bengaluru-5-to-10-years-190625922209,Data Scientist,N/A,1 week ago,2025-06-24,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
162,Data Scientist - Artificial Intelligence,IBM,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru","As an Associate Data Scientist at IBM, you will work to solve business problems using leading edge and open-source tools such as Python, R, and TensorFlow, combined with IBM tools and our AI application suites. You will prepare, analyze, and understand data to deliver insight, predict emerging trends, and provide recommendations to stakeholders.",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-5-years-160625918322,Data Scientist,N/A,2 weeks ago,2025-06-17,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
163,"Data Scientist, Google Play, Product",Google,1 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-data-scientist-google-play-product-google-bengaluru-1-to-4-years-190625501370,Data Scientist,"r, modeling, data science, sqlpython, analysis, machine learning, dashboards, statistics",1 week ago,2025-06-24,,,,2.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","R, Modeling, Data Science, Sqlpython, Analysis, Machine Learning, Dashboards, Statistics"
164,Data Scientist,NPS Prism,1 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-nps-prism-gurugram-1-to-2-years-270625502069,Data Scientist,"Computer science, Data analysis, Version control, Coding, Project management, Analytical, Consulting, Machine learning, SQL, Python",3 days ago,2025-06-28,,,,1.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","Computer Science, Data Analysis, Version Control, Coding, Project Management, Analytical, Consulting, Machine Learning, Sql, Python"
165,Data Scientist Data Scientist,Zensar,1 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-data-scientist-zensar-technologies-mumbai-nagpur-thane-nashik-pune-aurangabad-1-to-5-years-260625503901,Data Scientist,Data Scientist Data Scientist,4 days ago,2025-06-27,,,,3.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",Data Scientist Data Scientist
166,Data Scientist,Capgemini,4 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-capgemini-technology-services-india-limited-bengaluru-4-to-7-years-200625920047,Data Scientist,N/A,1 week ago,2025-06-24,,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
167,"Data Scientist, Product - Data Solutions",S&P Global Market Intelligence,4 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-product-data-solutions-sp-capital-iq-india-pvt-ltd-gurugram-4-to-5-years-260625928216,Data Scientist,N/A,4 days ago,2025-06-27,,,,4.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
168,Data Scientist (Female ),Posted by TeamLease,4 - 7 years,16-22.5 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Role & responsibilities,https://www.naukri.com/job-listings-data-scientist-female-teamlease-bengaluru-4-to-7-years-240625030115,Data Scientist,N/A,6 days ago,2025-06-25,1600000.0,2250000.0,1925000.0,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
169,Data Scientist Artificial telligence,IBM,5 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-data-scientist-artificial-telligence-ibm-india-pvt-limited-bengaluru-5-to-7-years-160625910485,Data Scientist,N/A,2 weeks ago,2025-06-17,,,,6.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
170,Lead - GenAI Data Scientist,Mondelez,12 - 20 years,70-90 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai (All Areas)( Lower Parel )",Purpose of the Role,https://www.naukri.com/job-listings-lead-genai-data-scientist-mondelez-mumbai-all-areas-12-to-20-years-180625015258,Data Scientist,N/A,1 week ago,2025-06-24,7000000.0,9000000.0,8000000.0,16.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
171,Data Scientist,Virtusa,7 - 12 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-virtusa-consulting-services-pvt-ltd-hyderabad-7-to-12-years-270625920792,Data Scientist,N/A,4 days ago,2025-06-27,,,,9.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
172,Data Scientist,Posted by Crescendo Global Leadership Hiring India,2 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram, Mumbai (All Areas)",Job Description :,https://www.naukri.com/job-listings-data-scientist-crescendo-global-leadership-hiring-india-gurugram-mumbai-all-areas-2-to-6-years-300625016954,Data Scientist,N/A,1 day ago,2025-06-30,,,,4.0,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
173,Data Scientist Bangalore,Posted by TeamLease,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Role & responsibilities,https://www.naukri.com/job-listings-data-scientist-bangalore-teamlease-bengaluru-5-to-10-years-250625015369,Data Scientist,N/A,6 days ago,2025-06-25,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
174,Data Scientist - Machine Learning / Artificial Intelligence,Posted by Zorba Consulting India Pvt. Ltd.,5 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-india-pvt-ltd-bengaluru-5-to-7-years-240625913199,Data Scientist,N/A,1 week ago,2025-06-24,,,,6.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
175,Data Scientist,Alstom Transportation,5 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-alstom-transport-india-ltd-bengaluru-5-to-9-years-200625921897,Data Scientist,N/A,1 week ago,2025-06-24,,,,7.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
176,Data Scientist - Python / R,Posted by Zorba Consulting India Pvt. Ltd.,6 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",,https://www.naukri.com/job-listings-data-scientist-python-r-zorba-consulting-india-pvt-ltd-bengaluru-6-to-8-years-240625914820,Data Scientist,N/A,1 week ago,2025-06-24,,,,7.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
177,Data Scientist - SQL / Python,Posted by Zorba Consulting India Pvt. Ltd.,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Data Scientist,https://www.naukri.com/job-listings-data-scientist-sql-python-zorba-consulting-india-pvt-ltd-bengaluru-5-to-10-years-240625913066,Data Scientist,N/A,1 week ago,2025-06-24,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
178,Data Scientist,Posted by IDESLABS PRIVATE LIMITED,7 - 12 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-ideslabs-private-limited-bengaluru-7-to-12-years-270625909822,Data Scientist,N/A,4 days ago,2025-06-27,,,,9.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
179,AI - Data Scientist/ Architect,Posted by IDESLABS PRIVATE LIMITED,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-data-scientist-architect-ideslabs-private-limited-bengaluru-5-to-10-years-260625920003,Data Scientist,N/A,5 days ago,2025-06-26,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
